Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00360:RRM	24	4.195804195804196	4.804969073268648E-8	Q13151, Q9Y580, Q13310, P52298, P49756, Q16630, Q9UN86, P18615, P11940, Q14011, P26599, Q13283, P35637, Q9Y5S9, Q5VV67, P08621, P98179, Q9NW13, Q86U32, Q9UKA9, P09651, P19338, P38159, Q86U42	293	212	10057	3.88576212248052	9.754039892118094E-6	9.754039892118094E-6	6.0372102650418924E-5
SMART	SM00185:ARM	10	1.7482517482517483	1.2772030833734762E-6	O00629, P52294, O60684, Q14974, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	293	39	10057	8.801085149208015	2.5923878332112515E-4	1.2962779334302343E-4	0.0016047322340728698
SMART	SM00382:AAA	14	2.4475524475524475	1.577060177350843E-4	P35998, Q9NVI7, Q9ULI0, Q5T9A4, P62195, P25205, Q9H078, P06576, P33527, Q9NU22, O15439, Q9Y265, P62191, Q9Y276	293	136	10057	3.5333768319614536	0.031509733527340766	0.010615535346359062	0.19796941432426163
SMART	SM00517:PolyA	4	0.6993006993006993	4.540174028798554E-4	P11940, Q13310, O95071, Q9NVW2	293	6	10057	22.882821387940844	0.08806490709191139	0.022783070621474888	0.5689557907063492
SMART	SM00913:SM00913	5	0.8741258741258742	9.611944670040877E-4	O95373, Q14974, O15397, O14980, O43592	293	16	10057	10.72632252559727	0.17734331191808228	0.03829089764724192	1.2010049496102626
SMART	SM00054:EFh	13	2.272727272727273	9.744011162663261E-4	P0DP23, P12814, P19105, Q08043, P60660, O75746, Q15293, Q96AY3, O43707, O43852, Q14257, P13797, P35609, O14950	293	144	10057	3.0987153962836556	0.17954799024676638	0.03244529192697909	1.2174136975060756
SMART	SM00265:BH4	3	0.5244755244755245	0.002472131818036009	Q07817, Q92843, P10415	293	3	10057	34.32423208191126	0.3949620490122524	0.06926490922021056	3.0620983047487838
SMART	SM00033:CH	8	1.3986013986013985	0.002911713401325976	Q14315, P12814, Q08043, O43707, P13797, Q8NHY3, P35609, Q14155	293	66	10057	4.160512979625607	0.44674707832370664	0.07132134331579265	3.597460357800353
SMART	SM00361:RRM_1	5	0.8741258741258742	0.006284415609946419	P11940, Q14011, Q13310, P19338, P38159	293	26	10057	6.600813861906013	0.7218964831260376	0.13254857548758814	7.615392514041364
SMART	SM00150:SPEC	5	0.8741258741258742	0.009327571213068797	P12814, Q08043, P15924, O43707, P35609	293	29	10057	5.9179710486053905	0.8507873964859336	0.17323791692928303	11.10785776693264
SMART	SM00088:PINT	4	0.6993006993006993	0.010247009808093812	Q9UNM6, Q15008, Q14152, O00231	293	16	10057	8.581058020477816	0.876420917517679	0.17310656789525125	12.13889080133086
SMART	SM00101:14_3_3	3	0.5244755244755245	0.016019385425933827	P27348, P62258, P63104	293	7	10057	14.71038517796197	0.962306356278368	0.23905077900157323	18.364456561246158
SMART	SM00948:SM00948	3	0.5244755244755245	0.020953417337592393	P25787, O14818, P60900	293	8	10057	12.871587030716723	0.9864143244193194	0.2815594038107039	23.36121673365339
SMART	SM00557:IG_FLMN	3	0.5244755244755245	0.032412457529035876	Q14315, Q7Z4H8, Q6UW63	293	10	10057	10.297269624573378	0.9987551286957375	0.3798326620640753	33.89944270356642
SMART	SM00490:HELICc	8	1.3986013986013985	0.03597586177345631	Q9NR30, Q8TDD1, Q9BUQ8, Q9UHI6, O00148, P38919, Q13838, O94762	293	107	10057	2.566297725750375	0.9994113659303313	0.39094521482752975	36.89376919258377
SMART	SM00487:DEXDc	8	1.3986013986013985	0.03918023247817644	Q9NR30, Q8TDD1, Q9BUQ8, Q9UHI6, O00148, P38919, Q13838, O94762	293	109	10057	2.51920969408523	0.999700558709332	0.3977601622924548	39.47926211861535
SMART	SM00244:PHB	3	0.5244755244755245	0.04576456081798725	P27105, P35232, Q99623	293	12	10057	8.581058020477816	0.9999258561784453	0.4284381498900107	44.48866242178229
SMART	SM00271:DnaJ	5	0.8741258741258742	0.0499303811183412	Q8IXB1, Q99615, P31689, Q96EY1, O60884	293	48	10057	3.575440841865757	0.9999694963085333	0.43878316675333784	47.457865542841525
SMART	SM00559:Ku78	2	0.34965034965034963	0.05722880772902795	P12956, P13010	293	2	10057	34.32423208191126	0.9999936250083061	0.4672155276542199	52.30997544873455
SMART	SM00672:CAP10	2	0.34965034965034963	0.08460714568447275	Q7Z4H8, Q6UW63	293	3	10057	22.882821387940844	0.9999999839185153	0.5923229092798518	67.06808570579143
