Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR012677:Nucleotide-binding, alpha-beta plait	28	4.895104895104895	3.9011518407505815E-9	Q9Y580, Q16630, Q53F19, P18615, Q13283, Q5VV67, P98179, Q9UKA9, P09651, Q86U42, Q13151, Q9NR30, Q13310, P52298, P49756, Q9UN86, P11940, Q14011, Q9BXP5, P26599, Q9UKV3, P35637, Q9Y5S9, P08621, Q9NW13, Q86U32, P19338, P38159	506	264	18559	3.890076655886933	3.912847653997353E-6	3.912847653997353E-6	6.166060206869162E-6
INTERPRO	IPR000504:RNA recognition motif domain	24	4.195804195804196	6.147830606854095E-8	Q13151, Q9Y580, Q13310, P52298, P49756, Q16630, Q9UN86, P18615, P11940, Q14011, P26599, Q13283, P35637, Q9Y5S9, Q5VV67, P08621, P98179, Q9NW13, Q86U32, Q9UKA9, P09651, P19338, P38159, Q86U42	506	226	18559	3.894994578334324	6.166084181857823E-5	3.083089618138857E-5	9.717098709005612E-5
INTERPRO	IPR011989:Armadillo-like helical	23	4.020979020979021	2.3981133707129853E-7	Q9H173, O00629, P52294, Q14974, Q99569, O00203, Q9UQB3, P30153, Q99460, P35222, O00505, Q96ER3, O60684, O95373, Q9UBF2, O15397, O14980, P52292, Q7Z4Q2, O43592, O00192, Q96HW7, P53618	506	225	18559	3.7492929292929293	2.405018747603238E-4	8.017371924018413E-5	3.790389659918958E-4
INTERPRO	IPR016024:Armadillo-type fold	29	5.06993006993007	4.134965068826834E-7	Q9H173, Q09161, Q13200, Q14974, Q9UQB3, O00203, Q5H9R7, P30153, Q99460, Q9Y6E2, P35222, O95373, P52292, O00629, P52294, Q99569, O00505, Q96ER3, Q8WTT2, O60684, Q9H270, Q9UBF2, O15397, O14980, Q7Z4Q2, O43592, O00192, Q96HW7, P53618	506	351	18559	3.0303649651475744	4.146510906551937E-4	1.0367889551943232E-4	6.535599558654681E-4
INTERPRO	IPR000225:Armadillo	10	1.7482517482517483	1.8842569819645514E-6	O00629, P52294, O60684, Q14974, Q99569, Q9UQB3, P52292, O00192, P35222, O00505	506	43	18559	8.529736188987957	0.0018881267752047792	3.7791088038441334E-4	0.0029781666383343897
INTERPRO	IPR024931:Importin subunit alpha	5	0.8741258741258742	1.776468359675589E-5	O00629, P52294, O60684, P52292, O00505	506	7	18559	26.198475437605875	0.017660331580724442	0.0029652841535343644	0.028074710253223056
INTERPRO	IPR020726:Apoptosis regulator, Bcl-2, BH2 motif, conserved site	5	0.8741258741258742	3.4763935423424286E-5	Q07817, Q16548, Q92843, Q07820, P10415	506	8	18559	22.92366600790514	0.03426792018105185	0.004968875992449218	0.05493284476721927
INTERPRO	IPR020717:Apoptosis regulator, Bcl-2, BH1 motif, conserved site	5	0.8741258741258742	3.4763935423424286E-5	Q07817, Q16548, Q92843, Q07820, P10415	506	8	18559	22.92366600790514	0.03426792018105185	0.004968875992449218	0.05493284476721927
INTERPRO	IPR002194:Chaperonin TCP-1, conserved site	5	0.8741258741258742	6.122819032804814E-5	P49368, P40227, P17987, P48643, Q99832	506	9	18559	20.37659200702679	0.059565950065499806	0.007647328626649963	0.0967318521034155
INTERPRO	IPR002652:Importin-alpha, importin-beta-binding domain	5	0.8741258741258742	6.122819032804814E-5	O00629, P52294, O60684, P52292, O00505	506	9	18559	20.37659200702679	0.059565950065499806	0.007647328626649963	0.0967318521034155
INTERPRO	IPR003593:AAA+ ATPase domain	14	2.4475524475524475	8.832768115809767E-5	P35998, Q9NVI7, Q9ULI0, Q5T9A4, P62195, P25205, Q9H078, P06576, P33527, Q9NU22, O15439, Q9Y265, P62191, Q9Y276	506	136	18559	3.7756626365961403	0.08478528224629411	0.009795769914978214	0.13951721389857674
INTERPRO	IPR002475:Bcl2-like	5	0.8741258741258742	1.535396429076089E-4	Q07817, Q16548, Q92843, Q07820, P10415	506	11	18559	16.671757096658283	0.14273833958919635	0.015283216466263294	0.24240517075071466
INTERPRO	IPR026298:Blc2 family	5	0.8741258741258742	1.535396429076089E-4	Q07817, Q16548, Q92843, Q07820, P10415	506	11	18559	16.671757096658283	0.14273833958919635	0.015283216466263294	0.24240517075071466
INTERPRO	IPR027410:TCP-1-like chaperonin intermediate domain	5	0.8741258741258742	2.2536558505320808E-4	P49368, P40227, P17987, P48643, Q99832	506	12	18559	15.282444005270092	0.2023354686059603	0.020341815704752242	0.35561339124655644
INTERPRO	IPR017998:Chaperone tailless complex polypeptide 1 (TCP-1)	5	0.8741258741258742	2.2536558505320808E-4	P49368, P40227, P17987, P48643, Q99832	506	12	18559	15.282444005270092	0.2023354686059603	0.020341815704752242	0.35561339124655644
INTERPRO	IPR001589:Actinin-type, actin-binding, conserved site	6	1.048951048951049	3.278447726332369E-4	Q14315, P12814, Q08043, O43707, P13797, P35609	506	23	18559	9.56813885547345	0.2802722194666727	0.027034691656176113	0.5169272945277248
INTERPRO	IPR002004:Polyadenylate-binding protein/Hyperplastic disc protein	4	0.6993006993006993	3.7675172955811144E-4	P11940, Q13310, O95071, Q9NVW2	506	6	18559	24.451910408432145	0.3147374205291763	0.028654759155851695	0.5938261495777475
INTERPRO	IPR014837:EF-hand, Ca insensitive	4	0.6993006993006993	3.7675172955811144E-4	P12814, Q08043, O43707, P35609	506	6	18559	24.451910408432145	0.3147374205291763	0.028654759155851695	0.5938261495777475
INTERPRO	IPR003959:ATPase, AAA-type, core	8	1.3986013986013985	4.349918852092025E-4	P35998, Q9H078, Q9NVI7, Q9ULI0, Q5T9A4, P62191, Q9Y276, P62195	506	51	18559	5.753390684336976	0.3536355571072122	0.030690039451046758	0.6853274258668551
INTERPRO	IPR014014:RNA helicase, DEAD-box type, Q motif	7	1.2237762237762237	4.4712165582920407E-4	Q9NR30, Q8TDD1, Q9BUQ8, Q9UHI6, O00148, P38919, Q13838	506	37	18559	6.9390556564469605	0.3614551156693685	0.02946151333864211	0.7043746136737083
INTERPRO	IPR023395:Mitochondrial carrier domain	8	1.3986013986013985	5.527026021539057E-4	Q9NZJ7, P53007, O75746, Q00325, Q9UBX3, Q02978, Q9BQT8, Q9H936	506	53	18559	5.536281601909165	0.4256486516229079	0.03406344289005736	0.8700222509190669
INTERPRO	IPR018108:Mitochondrial substrate/solute carrier	8	1.3986013986013985	5.527026021539057E-4	Q9NZJ7, P53007, O75746, Q00325, Q9UBX3, Q02978, Q9BQT8, Q9H936	506	53	18559	5.536281601909165	0.4256486516229079	0.03406344289005736	0.8700222509190669
INTERPRO	IPR027413:GroEL-like equatorial domain	5	0.8741258741258742	5.82364432751049E-4	P49368, P40227, P17987, P48643, Q99832	506	15	18559	12.225955204216074	0.44249381135469945	0.03378558750480709	0.9165125742145119
INTERPRO	IPR018181:Heat shock protein 70, conserved site	5	0.8741258741258742	5.82364432751049E-4	P34932, P08107, O95757, P0DMV8, P11021, Q9Y4L1	506	15	18559	12.225955204216074	0.44249381135469945	0.03378558750480709	0.9165125742145119
INTERPRO	IPR013126:Heat shock protein 70 family	5	0.8741258741258742	5.82364432751049E-4	P34932, P08107, O95757, P0DMV8, P11021, Q9Y4L1	506	15	18559	12.225955204216074	0.44249381135469945	0.03378558750480709	0.9165125742145119
INTERPRO	IPR011765:Peptidase M16, N-terminal	4	0.6993006993006993	6.459920140254769E-4	Q5JRX3, Q10713, O75439, P14735	506	7	18559	20.958780350084698	0.47698197926531793	0.03536717489599017	1.0161700624240266
INTERPRO	IPR011237:Peptidase M16 domain	4	0.6993006993006993	6.459920140254769E-4	Q5JRX3, Q10713, O75439, P14735	506	7	18559	20.958780350084698	0.47698197926531793	0.03536717489599017	1.0161700624240266
INTERPRO	IPR011249:Metalloenzyme, LuxS/M16 peptidase-like	4	0.6993006993006993	6.459920140254769E-4	Q5JRX3, Q10713, O75439, P14735	506	7	18559	20.958780350084698	0.47698197926531793	0.03536717489599017	1.0161700624240266
INTERPRO	IPR007863:Peptidase M16, C-terminal domain	4	0.6993006993006993	6.459920140254769E-4	Q5JRX3, Q10713, O75439, P14735	506	7	18559	20.958780350084698	0.47698197926531793	0.03536717489599017	1.0161700624240266
INTERPRO	IPR027409:GroEL-like apical domain	5	0.8741258741258742	7.5987900367727E-4	P49368, P40227, P17987, P48643, Q99832	506	16	18559	11.46183300395257	0.5334771889664676	0.03933436129241119	1.194312577273704
INTERPRO	IPR002423:Chaperonin Cpn60/TCP-1	5	0.8741258741258742	7.5987900367727E-4	P49368, P40227, P17987, P48643, Q99832	506	16	18559	11.46183300395257	0.5334771889664676	0.03933436129241119	1.194312577273704
INTERPRO	IPR001494:Importin-beta, N-terminal	5	0.8741258741258742	9.72455535695034E-4	O95373, Q14974, O15397, O14980, O43592	506	17	18559	10.78760753313183	0.6231271677317207	0.04762115142563905	1.5260225202521127
INTERPRO	IPR000717:Proteasome component (PCI) domain	5	0.8741258741258742	9.72455535695034E-4	Q9UNM6, Q15008, Q14152, O00231, Q5JVF3	506	17	18559	10.78760753313183	0.6231271677317207	0.04762115142563905	1.5260225202521127
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	41	7.167832167832168	0.0010614944293361641	Q9UM54, P35998, Q9NVI7, Q9ULI0, Q5T9A4, Q9HCE1, Q9NTJ3, P11586, P62195, Q02224, P33176, Q9H078, P38606, O00429, O15439, O00148, Q00839, Q9Y265, P38919, Q92900, Q96MM7, O14656, O94762, Q05639, Q5JWF2, Q9NR30, Q8TDD1, Q9UHI6, Q9BUQ8, Q13838, P51148, P25205, P06576, P33527, O95347, Q9NU22, P25705, O60333, P62191, Q9Y276, Q12959	506	879	18559	1.7107991923988364	0.6553563823566007	0.04946084448057286	1.6646509083513505
INTERPRO	IPR011992:EF-hand-like domain	18	3.146853146853147	0.0017268267755486408	Q08043, P42224, P60660, Q15293, Q07820, P35609, Q9Y680, O14950, P0DP23, P12814, P19105, P52630, O75746, Q9H4F8, Q96AY3, O43707, O43852, Q14257, P13797	506	279	18559	2.366313910493434	0.8233357813566303	0.07577123365610972	2.694762841322118
INTERPRO	IPR020731:Apoptosis regulator, Bcl-2, BH4 motif, conserved site	3	0.5244755244755245	0.0021768963796925133	Q07817, Q92843, P10415	506	3	18559	36.67786561264822	0.887613007208146	0.09065897489630936	3.3858495138220146
INTERPRO	IPR000793:ATPase, F1/V1/A1 complex, alpha/beta subunit, C-terminal	3	0.5244755244755245	0.0021768963796925133	P06576, P38606, P25705	506	3	18559	36.67786561264822	0.887613007208146	0.09065897489630936	3.3858495138220146
INTERPRO	IPR003093:Apoptosis regulator, Bcl-2 protein, BH4	3	0.5244755244755245	0.0021768963796925133	Q07817, Q92843, P10415	506	3	18559	36.67786561264822	0.887613007208146	0.09065897489630936	3.3858495138220146
INTERPRO	IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal	8	1.3986013986013985	0.002665632481511695	Q9NR30, Q8TDD1, Q9BUQ8, Q9UHI6, O00148, P38919, Q13838, O94762	506	69	18559	4.2525061579882	0.9312445436764736	0.10555330152069775	4.131100383104602
INTERPRO	IPR017868:Filamin/ABP280 repeat-like	4	0.6993006993006993	0.003668050716832402	Q14315, O75592, Q7Z4H8, Q6UW63	506	12	18559	12.225955204216072	0.9749233688022757	0.13707953721608368	5.64282382862793
INTERPRO	IPR012724:Chaperone DnaJ	3	0.5244755244755245	0.004275295598046946	P31689, Q96EY1, O60884	506	4	18559	27.508399209486164	0.9863949494154515	0.15234478753883118	6.54770435146178
INTERPRO	IPR001715:Calponin homology domain	8	1.3986013986013985	0.0045932110481619395	Q14315, P12814, Q08043, O43707, P13797, Q8NHY3, P35609, Q14155	506	76	18559	3.8608279592261283	0.9901235647044682	0.1571972690728256	7.018195053798637
INTERPRO	IPR003954:RNA recognition motif domain, eukaryote	5	0.8741258741258742	0.005034059834269424	P11940, Q14011, Q13310, P19338, P38159	506	26	18559	7.053435694740043	0.9936665724916154	0.165383242725768	7.66694693443929
INTERPRO	IPR003960:ATPase, AAA-type, conserved site	5	0.8741258741258742	0.005784492372434504	P35998, Q9ULI0, P62191, Q9Y276, P62195	506	27	18559	6.7921973356755965	0.9970285083367426	0.1817967688826102	8.761539107900996
INTERPRO	IPR001431:Peptidase M16, zinc-binding site	3	0.5244755244755245	0.0069973150134320285	Q10713, O75439, P14735	506	5	18559	22.006719367588932	0.9991264775781413	0.20924404973787192	10.504918884061354
INTERPRO	IPR001772:Kinase associated domain 1 (KA1)	3	0.5244755244755245	0.0069973150134320285	Q9P0L2, Q7KZI7, P27448	506	5	18559	22.006719367588932	0.9991264775781413	0.20924404973787192	10.504918884061354
